Fecha	Vendedor	Zona	Cliente	Producto	Total
21/02/2020	Carmen	Norte	Cliente-60	Lápiz	$595
22/02/2020	Teodoro	Sur	Cliente-89	Taza	$452
22/02/2020	Josefina	Este	Cliente-45	Reloj	$741
23/02/2020	Hugo	Este	Cliente-4	Agenda	$670
24/02/2020	Alejandro	Norte	Cliente-82	Taza	$819
25/02/2020	Fernando	Oeste	Cliente-97	Reloj	$745
27/02/2020	Elena	Este	Cliente-19	Llavero	$415
27/02/2020	Daniel	Sur	Cliente-3	Gorra	$335
29/02/2020	Teodoro	Norte	Cliente-90	Lápiz	$878
29/02/2020	Hugo	Este	Cliente-63	Llavero	$105
29/02/2020	Daniel	Este	Cliente-9	Reloj	$208
01/03/2020	Margarita	Oeste	Cliente-99	Reloj	$741
01/03/2020	Pedro	Sur	Cliente-42	Agenda	$948
02/03/2020	Fernando	Sur	Cliente-57	Bolsa	$344
02/03/2020	Francisco	Norte	Cliente-83	Lápiz	$878
02/03/2020	Fernando	Norte	Cliente-71	Lápiz	$378
03/03/2020	Guadalupe	Oeste	Cliente-86	Taza	$646
03/03/2020	Alejandro	Este	Cliente-43	Reloj	$286
04/03/2020	Fernando	Norte	Cliente-51	Lápiz	$635
04/03/2020	Roberto	Norte	Cliente-23	Gorra	$836
05/03/2020	Antonio	Norte	Cliente-74	Bolsa	$911
05/03/2020	Guadalupe	Este	Cliente-56	Llavero	$662
05/03/2020	Guadalupe	Oeste	Cliente-17	Llavero	$889
06/03/2020	Pablo	Este	Cliente-84	Lápiz	$847
06/03/2020	Juan	Este	Cliente-31	Llavero	$994
06/03/2020	Juan	Oeste	Cliente-87	Reloj	$816
07/03/2020	Guadalupe	Sur	Cliente-58	Agenda	$333
09/03/2020	Manuel	Norte	Cliente-56	Gorra	$893
10/03/2020	Fabiola	Sur	Cliente-26	Taza	$300
10/03/2020	Roberto	Norte	Cliente-50	Llavero	$289
10/03/2020	Pablo	Oeste	Cliente-70	Llavero	$498
11/03/2020	Teodoro	Oeste	Cliente-61	Taza	$810
11/03/2020	Daniel	Norte	Cliente-7	Llavero	$619
11/03/2020	Josefina	Este	Cliente-51	Reloj	$627
11/03/2020	Verónica	Este	Cliente-70	Reloj	$919
12/03/2020	Laura	Norte	Cliente-94	Bolsa	$178
12/03/2020	Verónica	Sur	Cliente-59	Gorra	$317
12/03/2020	Hugo	Este	Cliente-59	Agenda	$516
12/03/2020	Manuel	Norte	Cliente-99	Bolsa	$106
12/03/2020	Juan	Norte	Cliente-46	Bolsa	$862
12/03/2020	Hugo	Norte	Cliente-2	Gorra	$899
13/03/2020	Fernando	Sur	Cliente-2	Reloj	$182
13/03/2020	Pedro	Norte	Cliente-84	Agenda	$883
14/03/2020	Manuel	Este	Cliente-63	Taza	$569
16/03/2020	Roberto	Oeste	Cliente-60	Reloj	$659
16/03/2020	Verónica	Sur	Cliente-35	Gorra	$484
16/03/2020	Guadalupe	Norte	Cliente-62	Reloj	$939
16/03/2020	Laura	Este	Cliente-72	Bolsa	$132
17/03/2020	Manuel	Sur	Cliente-25	Agenda	$337
17/03/2020	Francisco	Sur	Cliente-38	Bolsa	$580
17/03/2020	Pedro	Este	Cliente-89	Bolsa	$609
18/03/2020	Fernando	Sur	Cliente-41	Reloj	$832
18/03/2020	Elena	Sur	Cliente-4	Bolsa	$169
20/03/2020	Fabiola	Oeste	Cliente-41	Gorra	$429
22/03/2020	Francisco	Sur	Cliente-21	Gorra	$192
22/03/2020	Hugo	Este	Cliente-80	Reloj	$620
22/03/2020	Guadalupe	Este	Cliente-2	Llavero	$387
22/03/2020	Pedro	Norte	Cliente-29	Llavero	$166
23/03/2020	Daniel	Norte	Cliente-9	Agenda	$122
24/03/2020	Antonio	Este	Cliente-15	Gorra	$501
24/03/2020	Guadalupe	Sur	Cliente-40	Taza	$281
25/03/2020	Elena	Este	Cliente-48	Reloj	$148
26/03/2020	Verónica	Este	Cliente-8	Agenda	$833
26/03/2020	Guadalupe	Sur	Cliente-20	Llavero	$879
26/03/2020	Elena	Norte	Cliente-31	Lápiz	$448
26/03/2020	Josefina	Oeste	Cliente-31	Gorra	$986
27/03/2020	Josefina	Sur	Cliente-75	Lápiz	$519
28/03/2020	Margarita	Este	Cliente-49	Gorra	$552
29/03/2020	Roberto	Norte	Cliente-71	Bolsa	$290
30/03/2020	Margarita	Este	Cliente-29	Gorra	$254
30/03/2020	Elena	Este	Cliente-95	Bolsa	$770
31/03/2020	Carmen	Oeste	Cliente-51	Llavero	$423
31/03/2020	Josefina	Oeste	Cliente-40	Agenda	$555
31/03/2020	Pablo	Oeste	Cliente-93	Bolsa	$673
31/03/2020	Elena	Norte	Cliente-13	Lápiz	$980
01/04/2020	Margarita	Este	Cliente-53	Agenda	$346
02/04/2020	Roberto	Este	Cliente-88	Taza	$362
03/04/2020	Pedro	Sur	Cliente-79	Taza	$212
03/04/2020	Pablo	Norte	Cliente-37	Bolsa	$323
05/04/2020	Elena	Norte	Cliente-41	Agenda	$330
05/04/2020	Teodoro	Este	Cliente-47	Llavero	$279
06/04/2020	Manuel	Oeste	Cliente-51	Lápiz	$397
06/04/2020	Juan	Norte	Cliente-26	Bolsa	$102
07/04/2020	Josefina	Oeste	Cliente-99	Agenda	$415
07/04/2020	Teodoro	Sur	Cliente-21	Llavero	$304
08/04/2020	Josefina	Sur	Cliente-79	Reloj	$692
09/04/2020	Pablo	Oeste	Cliente-10	Taza	$766
09/04/2020	Manuel	Este	Cliente-25	Bolsa	$841
10/04/2020	Josefina	Oeste	Cliente-8	Agenda	$378
10/04/2020	Manuel	Norte	Cliente-54	Bolsa	$105
10/04/2020	Carmen	Oeste	Cliente-29	Bolsa	$823
11/04/2020	Alejandro	Sur	Cliente-15	Reloj	$197
12/04/2020	Fernando	Este	Cliente-5	Lápiz	$405
13/04/2020	Laura	Norte	Cliente-48	Lápiz	$396
13/04/2020	Hugo	Norte	Cliente-70	Agenda	$784
13/04/2020	Fernando	Este	Cliente-83	Agenda	$886
13/04/2020	Teodoro	Norte	Cliente-25	Taza	$346
14/04/2020	Carmen	Este	Cliente-40	Llavero	$529
16/04/2020	Fernando	Este	Cliente-2	Lápiz	$871
16/04/2020	Josefina	Norte	Cliente-58	Agenda	$350
17/04/2020	Margarita	Oeste	Cliente-17	Lápiz	$587
17/04/2020	Roberto	Oeste	Cliente-66	Gorra	$295
18/04/2020	Carmen	Norte	Cliente-77	Reloj	$444
19/04/2020	Guadalupe	Este	Cliente-86	Reloj	$266
20/04/2020	Fernando	Sur	Cliente-42	Lápiz	$826
21/04/2020	Guadalupe	Norte	Cliente-41	Gorra	$131
21/04/2020	Margarita	Oeste	Cliente-78	Agenda	$960
21/04/2020	Manuel	Sur	Cliente-54	Taza	$256
21/04/2020	Roberto	Este	Cliente-16	Lápiz	$860
22/04/2020	Teodoro	Sur	Cliente-73	Taza	$441
22/04/2020	Antonio	Sur	Cliente-17	Bolsa	$638
23/04/2020	Guadalupe	Este	Cliente-94	Agenda	$958
25/04/2020	Pablo	Sur	Cliente-32	Llavero	$176
25/04/2020	Alejandro	Sur	Cliente-79	Taza	$930
26/04/2020	Pedro	Este	Cliente-42	Lápiz	$273
27/04/2020	Francisco	Sur	Cliente-14	Taza	$207
27/04/2020	Manuel	Este	Cliente-25	Bolsa	$960
28/04/2020	Verónica	Este	Cliente-19	Reloj	$850
28/04/2020	Manuel	Norte	Cliente-9	Taza	$365
29/04/2020	Fernando	Oeste	Cliente-12	Lápiz	$816
01/05/2020	Margarita	Este	Cliente-70	Taza	$838
02/05/2020	Fernando	Oeste	Cliente-12	Agenda	$145
02/05/2020	Pedro	Norte	Cliente-87	Taza	$185
03/05/2020	Laura	Este	Cliente-43	Llavero	$532
04/05/2020	Antonio	Oeste	Cliente-99	Gorra	$938
06/05/2020	Margarita	Sur	Cliente-50	Lápiz	$772
06/05/2020	Carmen	Norte	Cliente-88	Reloj	$534
06/05/2020	Alejandro	Oeste	Cliente-92	Gorra	$731
07/05/2020	Roberto	Sur	Cliente-67	Llavero	$930
07/05/2020	Francisco	Este	Cliente-53	Lápiz	$933
08/05/2020	Josefina	Este	Cliente-35	Agenda	$121
08/05/2020	Juan	Sur	Cliente-6	Agenda	$611
08/05/2020	Guadalupe	Oeste	Cliente-63	Taza	$636
09/05/2020	Carmen	Norte	Cliente-51	Llavero	$666
09/05/2020	Manuel	Oeste	Cliente-83	Bolsa	$246
09/05/2020	Josefina	Este	Cliente-79	Taza	$493
10/05/2020	Teodoro	Oeste	Cliente-37	Taza	$733
10/05/2020	Guadalupe	Oeste	Cliente-9	Taza	$547
11/05/2020	Elena	Oeste	Cliente-24	Bolsa	$906
12/05/2020	Laura	Sur	Cliente-4	Agenda	$711
12/05/2020	Teodoro	Sur	Cliente-13	Llavero	$388
12/05/2020	Alejandro	Norte	Cliente-35	Lápiz	$582
13/05/2020	Guadalupe	Norte	Cliente-89	Reloj	$423
14/05/2020	Verónica	Sur	Cliente-63	Gorra	$907
14/05/2020	Juan	Este	Cliente-89	Bolsa	$527
16/05/2020	Pablo	Este	Cliente-77	Agenda	$795
16/05/2020	Teodoro	Norte	Cliente-21	Lápiz	$525
17/05/2020	Pablo	Norte	Cliente-62	Bolsa	$106
18/05/2020	Manuel	Este	Cliente-52	Lápiz	$321
18/05/2020	Laura	Oeste	Cliente-48	Agenda	$553
19/05/2020	Juan	Este	Cliente-9	Gorra	$258
19/05/2020	Fabiola	Sur	Cliente-88	Taza	$927
20/05/2020	Fabiola	Este	Cliente-6	Gorra	$137
20/05/2020	Juan	Este	Cliente-58	Reloj	$310
21/05/2020	Hugo	Este	Cliente-23	Agenda	$733
21/05/2020	Verónica	Este	Cliente-57	Lápiz	$767
22/05/2020	Antonio	Norte	Cliente-67	Lápiz	$160
22/05/2020	Manuel	Sur	Cliente-30	Agenda	$561
23/05/2020	Pablo	Sur	Cliente-5	Bolsa	$573
24/05/2020	Fernando	Sur	Cliente-36	Reloj	$730
25/05/2020	Alejandro	Este	Cliente-74	Gorra	$847
25/05/2020	Antonio	Este	Cliente-86	Taza	$544
25/05/2020	Teodoro	Norte	Cliente-46	Reloj	$587
25/05/2020	Manuel	Norte	Cliente-43	Bolsa	$367
26/05/2020	Elena	Sur	Cliente-36	Gorra	$608
26/05/2020	Guadalupe	Este	Cliente-78	Llavero	$151
26/05/2020	Hugo	Este	Cliente-49	Gorra	$853
26/05/2020	Alejandro	Sur	Cliente-92	Gorra	$781
28/05/2020	Fabiola	Norte	Cliente-78	Llavero	$699
28/05/2020	Teodoro	Norte	Cliente-13	Llavero	$971
29/05/2020	Josefina	Sur	Cliente-67	Bolsa	$647
30/05/2020	Guadalupe	Este	Cliente-41	Bolsa	$590
30/05/2020	Teodoro	Oeste	Cliente-34	Reloj	$516
30/05/2020	Fernando	Este	Cliente-67	Lápiz	$418
30/05/2020	Antonio	Este	Cliente-47	Bolsa	$109
31/05/2020	Roberto	Norte	Cliente-78	Lápiz	$665
31/05/2020	Laura	Oeste	Cliente-22	Reloj	$235
02/06/2020	Fabiola	Norte	Cliente-70	Lápiz	$326
03/06/2020	Elena	Oeste	Cliente-24	Agenda	$450
04/06/2020	Manuel	Sur	Cliente-63	Lápiz	$215
05/06/2020	Francisco	Este	Cliente-60	Lápiz	$757
05/06/2020	Laura	Oeste	Cliente-58	Agenda	$194
06/06/2020	Carmen	Sur	Cliente-6	Lápiz	$323
06/06/2020	Francisco	Norte	Cliente-87	Bolsa	$517
06/06/2020	Pablo	Norte	Cliente-83	Llavero	$829
06/06/2020	Verónica	Este	Cliente-69	Llavero	$819
07/06/2020	Pablo	Norte	Cliente-28	Reloj	$601
07/06/2020	Manuel	Sur	Cliente-45	Taza	$848
07/06/2020	Laura	Sur	Cliente-47	Lápiz	$502
08/06/2020	Hugo	Oeste	Cliente-59	Taza	$767
08/06/2020	Carmen	Este	Cliente-64	Agenda	$574
09/06/2020	Josefina	Este	Cliente-85	Bolsa	$433
10/06/2020	Guadalupe	Oeste	Cliente-89	Agenda	$326
11/06/2020	Antonio	Norte	Cliente-12	Llavero	$524
11/06/2020	Daniel	Sur	Cliente-60	Taza	$737
12/06/2020	Elena	Este	Cliente-36	Taza	$832
13/06/2020	Roberto	Norte	Cliente-55	Agenda	$811
14/06/2020	Antonio	Sur	Cliente-53	Reloj	$600
14/06/2020	Francisco	Oeste	Cliente-81	Llavero	$895
16/06/2020	Fernando	Oeste	Cliente-34	Agenda	$767
17/06/2020	Antonio	Sur	Cliente-71	Reloj	$882
17/06/2020	Carmen	Sur	Cliente-69	Agenda	$194
17/06/2020	Fernando	Oeste	Cliente-79	Agenda	$538
17/06/2020	Carmen	Norte	Cliente-12	Taza	$687
18/06/2020	Josefina	Oeste	Cliente-55	Gorra	$444
18/06/2020	Laura	Este	Cliente-27	Lápiz	$845
20/06/2020	Josefina	Sur	Cliente-43	Agenda	$428
20/06/2020	Margarita	Oeste	Cliente-4	Taza	$191
21/06/2020	Elena	Sur	Cliente-68	Llavero	$448
21/06/2020	Pedro	Norte	Cliente-62	Gorra	$228
22/06/2020	Guadalupe	Norte	Cliente-80	Lápiz	$807
22/06/2020	Laura	Oeste	Cliente-59	Bolsa	$660
23/06/2020	Fabiola	Oeste	Cliente-27	Gorra	$431
24/06/2020	Verónica	Norte	Cliente-80	Bolsa	$390
24/06/2020	Laura	Sur	Cliente-37	Bolsa	$170
26/06/2020	Pedro	Sur	Cliente-59	Bolsa	$116
26/06/2020	Antonio	Norte	Cliente-77	Lápiz	$947
26/06/2020	Antonio	Oeste	Cliente-39	Agenda	$171
27/06/2020	Juan	Norte	Cliente-49	Bolsa	$427
29/06/2020	Pedro	Norte	Cliente-15	Llavero	$263
29/06/2020	Hugo	Oeste	Cliente-79	Gorra	$644
30/06/2020	Guadalupe	Norte	Cliente-3	Gorra	$478
01/07/2020	Elena	Sur	Cliente-49	Gorra	$739
01/07/2020	Pedro	Sur	Cliente-80	Reloj	$485
02/07/2020	Carmen	Oeste	Cliente-2	Lápiz	$858
03/07/2020	Antonio	Oeste	Cliente-90	Taza	$662
03/07/2020	Hugo	Oeste	Cliente-14	Lápiz	$252
03/07/2020	Juan	Sur	Cliente-60	Taza	$220
04/07/2020	Fabiola	Este	Cliente-45	Reloj	$277
05/07/2020	Verónica	Oeste	Cliente-46	Bolsa	$547
05/07/2020	Hugo	Norte	Cliente-7	Reloj	$204
05/07/2020	Verónica	Norte	Cliente-70	Agenda	$611
07/07/2020	Elena	Oeste	Cliente-79	Lápiz	$853
07/07/2020	Manuel	Oeste	Cliente-78	Llavero	$324
08/07/2020	Elena	Sur	Cliente-78	Reloj	$343
08/07/2020	Juan	Norte	Cliente-10	Taza	$598
09/07/2020	Verónica	Este	Cliente-97	Llavero	$612
09/07/2020	Guadalupe	Sur	Cliente-85	Taza	$559
09/07/2020	Carmen	Sur	Cliente-15	Llavero	$330
10/07/2020	Pablo	Norte	Cliente-35	Lápiz	$881
10/07/2020	Antonio	Oeste	Cliente-67	Llavero	$229
11/07/2020	Pedro	Este	Cliente-16	Lápiz	$790
11/07/2020	Margarita	Sur	Cliente-69	Bolsa	$728
12/07/2020	Francisco	Norte	Cliente-76	Agenda	$894
12/07/2020	Laura	Este	Cliente-95	Reloj	$885
13/07/2020	Carmen	Oeste	Cliente-66	Llavero	$227
15/07/2020	Margarita	Norte	Cliente-1	Taza	$623
15/07/2020	Alejandro	Sur	Cliente-61	Gorra	$279
16/07/2020	Antonio	Este	Cliente-48	Lápiz	$487
16/07/2020	Pablo	Este	Cliente-6	Lápiz	$198
18/07/2020	Hugo	Oeste	Cliente-35	Bolsa	$549
18/07/2020	Alejandro	Sur	Cliente-82	Reloj	$116
19/07/2020	Carmen	Este	Cliente-91	Reloj	$694
20/07/2020	Daniel	Este	Cliente-45	Reloj	$633
21/07/2020	Fernando	Oeste	Cliente-37	Gorra	$824
22/07/2020	Elena	Oeste	Cliente-23	Taza	$700
23/07/2020	Francisco	Este	Cliente-65	Lápiz	$715
23/07/2020	Roberto	Oeste	Cliente-20	Reloj	$108
23/07/2020	Laura	Sur	Cliente-4	Bolsa	$617
24/07/2020	Elena	Este	Cliente-58	Gorra	$363
24/07/2020	Daniel	Oeste	Cliente-36	Taza	$658
25/07/2020	Manuel	Sur	Cliente-57	Llavero	$436
26/07/2020	Fabiola	Norte	Cliente-6	Reloj	$345
26/07/2020	Teodoro	Oeste	Cliente-42	Agenda	$395
27/07/2020	Francisco	Norte	Cliente-84	Agenda	$876
27/07/2020	Hugo	Sur	Cliente-14	Lápiz	$280
27/07/2020	Teodoro	Sur	Cliente-54	Taza	$528
29/07/2020	Juan	Sur	Cliente-46	Lápiz	$808
29/07/2020	Guadalupe	Oeste	Cliente-16	Agenda	$931
29/07/2020	Alejandro	Sur	Cliente-21	Lápiz	$556
29/07/2020	Roberto	Oeste	Cliente-17	Gorra	$752
30/07/2020	Hugo	Oeste	Cliente-25	Llavero	$666
31/07/2020	Laura	Oeste	Cliente-72	Lápiz	$936
03/08/2020	Francisco	Oeste	Cliente-81	Lápiz	$137
06/08/2020	Manuel	Norte	Cliente-91	Llavero	$838
06/08/2020	Carmen	Norte	Cliente-32	Reloj	$269
08/08/2020	Fabiola	Oeste	Cliente-43	Reloj	$811
10/08/2020	Elena	Sur	Cliente-88	Reloj	$934
11/08/2020	Fernando	Oeste	Cliente-57	Taza	$195
11/08/2020	Carmen	Oeste	Cliente-14	Llavero	$339
11/08/2020	Josefina	Norte	Cliente-98	Bolsa	$227
12/08/2020	Manuel	Este	Cliente-57	Reloj	$895
12/08/2020	Fabiola	Oeste	Cliente-70	Bolsa	$885
13/08/2020	Francisco	Norte	Cliente-9	Taza	$625
14/08/2020	Guadalupe	Sur	Cliente-51	Lápiz	$445
14/08/2020	Guadalupe	Este	Cliente-42	Llavero	$618
15/08/2020	Elena	Este	Cliente-79	Agenda	$666
16/08/2020	Fernando	Este	Cliente-97	Bolsa	$469
16/08/2020	Juan	Este	Cliente-95	Agenda	$559
17/08/2020	Fabiola	Este	Cliente-77	Lápiz	$758
17/08/2020	Daniel	Sur	Cliente-62	Taza	$797
17/08/2020	Pedro	Oeste	Cliente-75	Lápiz	$885
18/08/2020	Fernando	Oeste	Cliente-57	Reloj	$967
18/08/2020	Carmen	Norte	Cliente-12	Lápiz	$134
19/08/2020	Hugo	Este	Cliente-33	Reloj	$405
19/08/2020	Hugo	Oeste	Cliente-25	Agenda	$210
19/08/2020	Carmen	Sur	Cliente-91	Reloj	$904
19/08/2020	Carmen	Sur	Cliente-38	Agenda	$661
20/08/2020	Pablo	Oeste	Cliente-52	Lápiz	$388
20/08/2020	Fernando	Sur	Cliente-54	Llavero	$963
20/08/2020	Hugo	Este	Cliente-80	Agenda	$445
20/08/2020	Pablo	Sur	Cliente-30	Llavero	$116
20/08/2020	Francisco	Norte	Cliente-48	Gorra	$488
21/08/2020	Alejandro	Oeste	Cliente-65	Reloj	$206
21/08/2020	Pedro	Norte	Cliente-60	Gorra	$996
21/08/2020	Roberto	Norte	Cliente-81	Llavero	$972
22/08/2020	Manuel	Norte	Cliente-94	Bolsa	$155
22/08/2020	Antonio	Este	Cliente-27	Lápiz	$487
23/08/2020	Francisco	Este	Cliente-90	Reloj	$891
23/08/2020	Fernando	Este	Cliente-63	Gorra	$316
24/08/2020	Hugo	Sur	Cliente-6	Taza	$123
25/08/2020	Alejandro	Sur	Cliente-2	Reloj	$522
26/08/2020	Carmen	Oeste	Cliente-99	Lápiz	$448
26/08/2020	Juan	Norte	Cliente-86	Reloj	$126
27/08/2020	Elena	Oeste	Cliente-57	Llavero	$194
27/08/2020	Pedro	Este	Cliente-68	Gorra	$481
27/08/2020	Verónica	Sur	Cliente-31	Taza	$755
27/08/2020	Pedro	Oeste	Cliente-32	Reloj	$752
29/08/2020	Laura	Sur	Cliente-84	Reloj	$756
29/08/2020	Fabiola	Norte	Cliente-72	Llavero	$291
30/08/2020	Alejandro	Oeste	Cliente-90	Gorra	$923
30/08/2020	Verónica	Oeste	Cliente-86	Taza	$909
30/08/2020	Alejandro	Norte	Cliente-33	Llavero	$789
01/09/2020	Antonio	Este	Cliente-21	Llavero	$998
01/09/2020	Daniel	Sur	Cliente-65	Bolsa	$575
01/09/2020	Manuel	Norte	Cliente-44	Lápiz	$854
01/09/2020	Roberto	Este	Cliente-84	Reloj	$726
02/09/2020	Pablo	Oeste	Cliente-21	Bolsa	$340
02/09/2020	Daniel	Oeste	Cliente-23	Reloj	$278
03/09/2020	Elena	Oeste	Cliente-64	Bolsa	$941
03/09/2020	Josefina	Oeste	Cliente-89	Agenda	$103
03/09/2020	Alejandro	Norte	Cliente-87	Llavero	$374
04/09/2020	Pedro	Sur	Cliente-78	Gorra	$252
04/09/2020	Josefina	Sur	Cliente-94	Gorra	$523
04/09/2020	Alejandro	Este	Cliente-89	Lápiz	$380
04/09/2020	Guadalupe	Este	Cliente-87	Reloj	$220
06/09/2020	Antonio	Norte	Cliente-27	Reloj	$941
06/09/2020	Juan	Sur	Cliente-9	Gorra	$732
07/09/2020	Manuel	Norte	Cliente-27	Taza	$942
07/09/2020	Pedro	Norte	Cliente-12	Llavero	$392
08/09/2020	Pedro	Sur	Cliente-70	Gorra	$766
08/09/2020	Antonio	Sur	Cliente-33	Bolsa	$394
09/09/2020	Margarita	Este	Cliente-83	Taza	$934
09/09/2020	Josefina	Norte	Cliente-13	Taza	$536
09/09/2020	Roberto	Sur	Cliente-37	Gorra	$956
09/09/2020	Guadalupe	Oeste	Cliente-63	Taza	$476
11/09/2020	Juan	Norte	Cliente-50	Reloj	$117
11/09/2020	Antonio	Oeste	Cliente-3	Lápiz	$386
12/09/2020	Alejandro	Oeste	Cliente-54	Gorra	$542
12/09/2020	Antonio	Norte	Cliente-39	Taza	$357
12/09/2020	Josefina	Sur	Cliente-55	Agenda	$834
12/09/2020	Juan	Este	Cliente-4	Reloj	$278
12/09/2020	Fabiola	Norte	Cliente-72	Gorra	$590
13/09/2020	Francisco	Este	Cliente-78	Gorra	$683
13/09/2020	Verónica	Sur	Cliente-5	Agenda	$554
13/09/2020	Pablo	Norte	Cliente-30	Lápiz	$125
14/09/2020	Hugo	Este	Cliente-78	Taza	$286
14/09/2020	Manuel	Norte	Cliente-83	Agenda	$341
14/09/2020	Fernando	Norte	Cliente-97	Reloj	$209
15/09/2020	Hugo	Este	Cliente-40	Gorra	$249
15/09/2020	Roberto	Sur	Cliente-96	Taza	$613
15/09/2020	Francisco	Norte	Cliente-35	Lápiz	$959
15/09/2020	Pedro	Oeste	Cliente-25	Lápiz	$934
15/09/2020	Elena	Norte	Cliente-33	Llavero	$730
16/09/2020	Verónica	Oeste	Cliente-25	Reloj	$523
17/09/2020	Fernando	Este	Cliente-2	Taza	$456
18/09/2020	Pablo	Sur	Cliente-59	Reloj	$633
19/09/2020	Carmen	Oeste	Cliente-48	Taza	$945
19/09/2020	Juan	Este	Cliente-32	Bolsa	$290
20/09/2020	Carmen	Oeste	Cliente-77	Taza	$641
20/09/2020	Fernando	Oeste	Cliente-91	Taza	$337
20/09/2020	Josefina	Este	Cliente-44	Gorra	$514
20/09/2020	Juan	Este	Cliente-9	Llavero	$884
21/09/2020	Carmen	Norte	Cliente-4	Reloj	$679
21/09/2020	Guadalupe	Sur	Cliente-20	Lápiz	$566
21/09/2020	Alejandro	Norte	Cliente-9	Lápiz	$550
22/09/2020	Verónica	Oeste	Cliente-85	Bolsa	$633
23/09/2020	Teodoro	Norte	Cliente-52	Taza	$922
23/09/2020	Teodoro	Oeste	Cliente-82	Llavero	$938
24/09/2020	Pablo	Norte	Cliente-76	Agenda	$959
24/09/2020	Roberto	Norte	Cliente-83	Gorra	$812
24/09/2020	Fabiola	Norte	Cliente-82	Bolsa	$991
25/09/2020	Josefina	Sur	Cliente-13	Bolsa	$757
27/09/2020	Josefina	Norte	Cliente-30	Bolsa	$814
27/09/2020	Guadalupe	Sur	Cliente-30	Gorra	$233
27/09/2020	Manuel	Norte	Cliente-95	Agenda	$100
28/09/2020	Alejandro	Este	Cliente-34	Gorra	$740
28/09/2020	Roberto	Norte	Cliente-70	Gorra	$962
28/09/2020	Alejandro	Norte	Cliente-98	Taza	$899
30/09/2020	Francisco	Sur	Cliente-77	Llavero	$526
01/10/2020	Manuel	Este	Cliente-62	Bolsa	$675
01/10/2020	Margarita	Sur	Cliente-56	Gorra	$896
01/10/2020	Roberto	Este	Cliente-34	Reloj	$106
02/10/2020	Pablo	Sur	Cliente-53	Reloj	$896
02/10/2020	Elena	Sur	Cliente-57	Agenda	$545
02/10/2020	Carmen	Sur	Cliente-80	Lápiz	$589
03/10/2020	Elena	Sur	Cliente-21	Agenda	$180
03/10/2020	Francisco	Este	Cliente-9	Llavero	$672
03/10/2020	Laura	Este	Cliente-33	Reloj	$666
03/10/2020	Fabiola	Sur	Cliente-46	Taza	$581
04/10/2020	Laura	Sur	Cliente-70	Taza	$604
04/10/2020	Verónica	Norte	Cliente-42	Llavero	$567
05/10/2020	Josefina	Sur	Cliente-60	Reloj	$251
06/10/2020	Antonio	Oeste	Cliente-59	Gorra	$649
06/10/2020	Laura	Sur	Cliente-14	Bolsa	$559
06/10/2020	Juan	Sur	Cliente-38	Bolsa	$111
06/10/2020	Manuel	Este	Cliente-94	Llavero	$810
06/10/2020	Manuel	Oeste	Cliente-47	Llavero	$266
07/10/2020	Francisco	Oeste	Cliente-83	Llavero	$197
07/10/2020	Josefina	Oeste	Cliente-11	Taza	$332
08/10/2020	Alejandro	Sur	Cliente-30	Reloj	$581
08/10/2020	Guadalupe	Sur	Cliente-95	Agenda	$623
08/10/2020	Verónica	Este	Cliente-55	Reloj	$615
09/10/2020	Teodoro	Sur	Cliente-82	Gorra	$737
09/10/2020	Fabiola	Norte	Cliente-78	Llavero	$167
10/10/2020	Juan	Oeste	Cliente-3	Agenda	$419
11/10/2020	Antonio	Oeste	Cliente-97	Gorra	$785
11/10/2020	Teodoro	Oeste	Cliente-46	Taza	$563
11/10/2020	Teodoro	Sur	Cliente-85	Llavero	$710
11/10/2020	Manuel	Oeste	Cliente-78	Llavero	$697
11/10/2020	Guadalupe	Este	Cliente-88	Lápiz	$939
12/10/2020	Manuel	Sur	Cliente-81	Agenda	$372
14/10/2020	Pedro	Oeste	Cliente-36	Bolsa	$742
14/10/2020	Fernando	Oeste	Cliente-23	Lápiz	$337
15/10/2020	Teodoro	Norte	Cliente-7	Taza	$772
16/10/2020	Teodoro	Oeste	Cliente-32	Gorra	$733
16/10/2020	Pedro	Oeste	Cliente-34	Lápiz	$114
17/10/2020	Laura	Norte	Cliente-39	Llavero	$772
18/10/2020	Pedro	Este	Cliente-80	Taza	$638
18/10/2020	Verónica	Sur	Cliente-94	Gorra	$542
19/10/2020	Alejandro	Norte	Cliente-67	Gorra	$826
19/10/2020	Fernando	Norte	Cliente-36	Bolsa	$797
20/10/2020	Alejandro	Norte	Cliente-90	Agenda	$958
21/10/2020	Francisco	Oeste	Cliente-36	Lápiz	$404
21/10/2020	Juan	Oeste	Cliente-89	Agenda	$771
22/10/2020	Hugo	Este	Cliente-57	Agenda	$548
24/10/2020	Francisco	Norte	Cliente-85	Llavero	$146
24/10/2020	Verónica	Este	Cliente-34	Agenda	$340
24/10/2020	Francisco	Norte	Cliente-64	Gorra	$177
24/10/2020	Fabiola	Sur	Cliente-27	Lápiz	$304
24/10/2020	Daniel	Norte	Cliente-12	Lápiz	$214
24/10/2020	Verónica	Oeste	Cliente-91	Llavero	$377
24/10/2020	Verónica	Oeste	Cliente-26	Llavero	$585
24/10/2020	Manuel	Oeste	Cliente-48	Bolsa	$260
25/10/2020	Alejandro	Oeste	Cliente-47	Taza	$269
25/10/2020	Verónica	Sur	Cliente-20	Taza	$917
